i,time,loss,ground_time,compile_time,eval_time
4500,1147.5717561244965,0.19826397812146745,0.004235526099801063,0.0006327976286411286,0.0010209257900714874
4600,1172.3137211799622,0.22738352501719844,0.004063645601272583,0.0006345576047897339,0.0011132252961397172
4700,1196.98215842247,0.1886597458123536,0.004103779047727585,0.0006389514356851578,0.0010190337896347045
4800,1221.9602179527283,0.2017771898610896,0.00415520653128624,0.0006311182677745819,0.0010123853385448456
4900,1246.6710166931152,0.15919214515932623,0.004149205312132836,0.0006347159296274186,0.0010058658570051193
5000,1271.54061627388,0.17903917738981875,0.00411452516913414,0.0006291058659553528,0.0010989835113286973
5100,1295.952448606491,0.1472382762320184,0.003971138596534729,0.0006370006501674652,0.001120343506336212
5200,1321.2233383655548,0.21777879408011497,0.004288512915372848,0.0006410114467144013,0.0010131416469812394
5300,1346.2670249938965,0.15969025678942292,0.004209560751914978,0.0006344988942146301,0.0010100144892930985
5400,1370.652527332306,0.16522727528089223,0.004059704840183258,0.0006298249214887619,0.00099481500685215
5500,1395.3201158046722,0.17900489356879867,0.004083281680941582,0.0006280607730150223,0.0010912269353866577
5600,1419.8308470249176,0.15644124006220358,0.004144051745533943,0.0006369801610708237,0.000998793989419937
5700,1444.8031497001648,0.17538234047279422,0.004252913743257523,0.0006405746936798095,0.000995459258556366
5800,1469.9316358566284,0.14838774406984867,0.0042136809974908825,0.0006436485797166825,0.0010114406049251557
5900,1494.317654132843,0.14567875768357758,0.004075048863887787,0.0006309169530868531,0.0009984251111745835
6000,1518.905094385147,0.1718362354819725,0.00405183307826519,0.0006307800114154816,0.0010919360816478729
6100,1543.2340004444122,0.1387996546663515,0.004089538007974625,0.0006376754492521286,0.0009941301494836808
6200,1568.2393069267273,0.15259122528412208,0.0042372668534517285,0.0006342604756355286,0.0010036143660545349
6300,1592.6951353549957,0.1526111767970451,0.004108002409338951,0.0006378452479839325,0.0009916897863149643
6400,1617.4868726730347,0.19299139637900775,0.004188462570309639,0.0006320279836654663,0.0009968069940805436
6500,1643.4938745498657,0.16659999774250253,0.004462186843156814,0.0006408281624317169,0.0010017862915992738
6600,1668.545227766037,0.15343756313663845,0.004253795519471169,0.0006437923759222031,0.0009978990256786346
6700,1694.9201595783234,0.14312548463979627,0.004508972465991974,0.0006408430635929108,0.0009969615936279298
6800,1719.6535811424255,0.13410790146358548,0.0041916311532258985,0.0006458476185798645,0.0009784335643053055
6900,1744.5563786029816,0.13793749920764709,0.004249275997281075,0.0006349427253007889,0.000978977754712105
7000,1768.8492770195007,0.1412280462849912,0.004127524942159653,0.0006362931430339814,0.000972655788064003
7100,1793.7339463233948,0.19918352995824976,0.004227139800786972,0.0006314881891012192,0.000991228371858597
7200,1818.5908181667328,0.15548243447634685,0.00420682080090046,0.0006343484669923782,0.0009980928152799606
7300,1842.7347984313965,0.14856716858395175,0.003966125771403313,0.0006275249272584915,0.0010718329250812531
7400,1867.0354483127594,0.18295466279525546,0.004185516461730003,0.0006306261569261551,0.0009665540605783463
7500,1891.3524568080902,0.16468960300436486,0.004065556302666664,0.0006342599540948867,0.0009866680204868316
7600,1915.7695133686066,0.13859636708982662,0.004197963327169418,0.0006288604438304901,0.0009707124531269074
7700,1939.5185058116913,0.13689487676243992,0.004002248272299767,0.0006182295083999634,0.0009677615016698837
7800,1963.976657152176,0.1407457154491523,0.00408572681248188,0.0006285729259252549,0.0010846008360385895
7900,1988.1884138584137,0.1463943728107905,0.004099927768111229,0.0006271731853485107,0.0009833043813705445
8000,2012.6611578464508,0.12311221869535328,0.004171349853277206,0.0006348484754562378,0.0009774688631296157
8100,2037.2390971183777,0.14470944924378262,0.004214283004403114,0.0006330806761980056,0.0009777066111564636
8200,2061.1985630989075,0.16427048405633995,0.004022528976202011,0.0006221754848957061,0.0009834237396717071
8300,2085.638887643814,0.15732642757236953,0.0039235520362854,0.0006263083219528198,0.0012022622674703598
8400,2109.6514768600464,0.126207916245088,0.004074532315135002,0.0006284432858228683,0.0009657713770866394
8500,2133.6749522686005,0.12136178194274541,0.004184716865420341,0.0006264971196651459,0.0009498287737369537
8600,2157.2630121707916,0.1269511347161428,0.0040270621329545975,0.000624227449297905,0.0009463776648044586
8700,2181.1619696617126,0.14467127639113475,0.004070763885974884,0.0006213237345218659,0.0009601736068725586
8800,2205.0957901477814,0.15630096184926948,0.004073759913444519,0.0006224144250154495,0.0009597539901733398
8900,2229.257762670517,0.15299040118744867,0.004158569201827049,0.0006226954609155655,0.0009598980098962784
9000,2253.0482935905457,0.13674046069402426,0.003973997756838798,0.0006272479146718978,0.0010538487881422043
9100,2277.817459344864,0.14800460519999803,0.004237052649259567,0.0006334646791219711,0.0009743756055831909
9200,2302.5775094032288,0.1204932131578958,0.004275239631533622,0.0006307797133922577,0.0009589690715074539
9300,2326.5257461071014,0.11309451414293421,0.004139239713549614,0.0006231923401355744,0.0009497040510177612
9400,2350.460326910019,0.14652003912734568,0.0041465191543102265,0.0006237886846065521,0.0009541933238506317
9500,2374.740607023239,0.11819543715504931,0.004124852865934372,0.0006263377517461777,0.0009490052610635758
9600,2399.0971858501434,0.1308317121889815,0.004169022589921951,0.0006371098011732101,0.0009648611396551132
9700,2423.194242954254,0.12860278602876302,0.004222683161497116,0.0006302967667579651,0.0009466450661420822
9800,2446.5973415374756,0.13976664492177718,0.003999815136194229,0.0006155670434236526,0.0009448622167110443
9900,2470.6677453517914,0.10439907900297846,0.004182149469852447,0.0006379398703575134,0.000949840247631073
10000,2494.4865720272064,0.1419344123082561,0.004063262566924095,0.0006331419944763184,0.0009586620330810547
10100,2518.4082520008087,0.11173190260102274,0.0041516865789890285,0.0006187645345926285,0.0009436728060245514
10200,2541.736536026001,0.12471946792736338,0.003986942619085312,0.0006195233017206192,0.0009337741881608963
10300,2565.525310277939,0.11504935745936341,0.004139760285615921,0.0006161544471979142,0.0009418514370918274
10400,2589.4929440021515,0.10494389612812699,0.004113775342702865,0.000625077486038208,0.0009517412632703781
10500,2613.310085773468,0.11909557522737944,0.004111498892307282,0.0006288506835699082,0.0009499087929725647
10600,2636.941172838211,0.16391381160296623,0.004028656259179115,0.0006249174475669861,0.0009475717693567275
10700,2661.128557920456,0.11926599718014011,0.004150864407420158,0.0006385957449674606,0.0009690315276384354
10800,2684.6676695346832,0.10645979832088887,0.004070251733064651,0.0006388100981712341,0.0009483232349157333
10900,2709.0757603645325,0.1087008921072201,0.004254949018359184,0.000644659474492073,0.0009563751518726349
11000,2733.144345521927,0.12718504611189665,0.004139070585370064,0.0006556859612464904,0.0009730537980794907
11100,2757.931322813034,0.1350151467926775,0.004314005598425865,0.0006662036478519439,0.0009831859171390534
11200,2781.9144566059113,0.1384573739288013,0.004139099568128586,0.0006536948680877686,0.0009778737276792526
11300,2805.959818840027,0.08694305441137097,0.004229958802461624,0.000650223046541214,0.0009598175436258316
11400,2829.492312669754,0.13233566314773093,0.004078484252095223,0.0006462161242961884,0.000946882963180542
11500,2853.6663138866425,0.129475848953542,0.0040641891211271285,0.0006534913182258606,0.0010712840408086777
11600,2879.4686312675476,0.12539824028001903,0.004533734694123268,0.0006623243540525436,0.0009690840542316436
11700,2908.955451965332,0.10677639787456204,0.004996050298213959,0.0006888151168823242,0.001092914789915085
11800,2934.5409092903137,0.13576961640450594,0.004392916336655617,0.0006736961007118226,0.0010424379259347915
11900,2962.046859025955,0.10831349500160795,0.004732111990451812,0.0006810694187879562,0.001118459179997444
12000,2986.9723801612854,0.110191015818056,0.004419673457741738,0.0006549070775508881,0.0009499663859605789
12100,3011.4339871406555,0.11836707423271763,0.004291101917624473,0.0006549902260303498,0.0009488656371831894
12200,3036.3161833286285,0.1334694806477175,0.0043833784013986585,0.0006579603999853134,0.00095052070915699
12300,3060.67431139946,0.10686747008724815,0.0041255179792642595,0.0006573924422264099,0.0010494841635227204
12400,3084.408409357071,0.13691353809904794,0.0041334135830402375,0.0006385733932256698,0.0009422187507152558
12500,3108.480014562607,0.11916583609742457,0.004209590554237366,0.0006503070890903473,0.0009553010016679764
12600,3132.0613136291504,0.10254084186012599,0.004108710587024689,0.0006513261049985885,0.000953366756439209
12700,3155.9307968616486,0.11834414602465486,0.00419380359351635,0.000645536631345749,0.0009536076337099076
12800,3179.7232813835144,0.12438001994416256,0.003995530903339386,0.0006512947380542755,0.0010528109967708587
12900,3203.919376850128,0.12218955131481363,0.004155418947339058,0.0006509599089622498,0.001052209883928299
13000,3227.6450295448303,0.10602182642915604,0.004021468460559845,0.0006382277607917785,0.0010507290810346603
13100,3251.0858500003815,0.10916591610806328,0.003975422456860543,0.0006446074694395065,0.0010346734523773193
13200,3274.827798843384,0.09531549209452139,0.004227300733327865,0.0006526613235473633,0.0009336073696613312
13300,3298.3382592201233,0.10476448372838013,0.004016773700714111,0.0006408542394638062,0.0010393936932086944
13400,3322.5356945991516,0.12772027410284614,0.004128640294075012,0.0006458240002393722,0.0010641738772392273
13500,3346.353511095047,0.09175991473238865,0.004129147529602051,0.000652855783700943,0.000953206792473793
13600,3370.4705147743225,0.12338319684033223,0.004220290035009384,0.000653635710477829,0.0009584451466798782
13700,3394.172728538513,0.1047498537448848,0.004117343053221703,0.0006382542103528976,0.0009435603022575379
13800,3417.8764185905457,0.10834624667404873,0.004132418483495712,0.0006506117433309555,0.0009454863518476486
13900,3442.3170075416565,0.11826494180687762,0.004258075430989265,0.0006541340053081513,0.0009523988515138626
14000,3466.4410495758057,0.08554435922453141,0.00422498494386673,0.0006482141464948654,0.0009462068974971772
14100,3491.5194730758667,0.08771832912792261,0.00434073455631733,0.0006635744124650955,0.001080598756670952
14200,3515.3891274929047,0.11177052890236067,0.0041606339812278745,0.0006461197137832642,0.000945914164185524
14300,3540.6265552043915,0.0978866718667435,0.004386824890971184,0.0006602619588375092,0.0009519260376691819
14400,3564.871456861496,0.08464180054965896,0.004201841205358505,0.0006486918777227402,0.0010464128851890564
14500,3588.6849818229675,0.10316443809583492,0.0041530243307352065,0.0006422623246908188,0.0009320981800556183
14600,3612.6976940631866,0.11808073540537535,0.0042452293634414676,0.0006447868794202805,0.0009356720745563507
14700,3636.1777534484863,0.10313133873464828,0.004084413275122643,0.00064751997590065,0.0009426363557577133
14800,3660.06218457222,0.1122851543116416,0.004141691103577614,0.0006537674367427825,0.000955706313252449
14900,3684.3022861480713,0.11635838159200022,0.004233855232596398,0.000648970678448677,0.000956992655992508
15000,3708.1565766334534,0.09656470411148328,0.004082111567258835,0.0006469143927097321,0.0010402295738458633
15100,3731.636186361313,0.11675913169267936,0.004174439460039139,0.0006343722343444824,0.0009334201365709305
15200,3755.015128135681,0.10820788202221586,0.004108434915542603,0.0006401745975017548,0.0009322236478328705
15300,3779.9129478931427,0.09258285119130016,0.004386089518666267,0.0006586077809333801,0.0009323005378246307
15400,3806.0568237304688,0.1166896749553381,0.004621506035327912,0.0006646329164505005,0.0009353193640708924
15500,3828.9129819869995,0.11281017133346072,0.003992615565657616,0.0006266818940639496,0.0009166719764471054
15600,3852.601430416107,0.09145634378706856,0.004191063418984413,0.0006453755497932434,0.0009461943060159683
15700,3876.298187494278,0.09982563734902299,0.004137347936630249,0.0006437010318040848,0.0009406288713216782
15800,3899.3261835575104,0.10440799363653552,0.004057123064994812,0.000631871446967125,0.0009136258065700531
15900,3922.752597808838,0.10422673333025134,0.00412381038069725,0.0006328368186950683,0.0009142246842384339
16000,3946.325950860977,0.11106672390723268,0.004180502369999886,0.0006349772214889526,0.0009224927425384522
16100,3969.5417051315308,0.13862112161931858,0.004056831672787666,0.000631164088845253,0.0009333153069019318
16200,3992.5535712242126,0.10741868346404608,0.003959319815039635,0.0006260955333709716,0.0010104230046272277
16300,4016.1136753559113,0.1248737750025228,0.004225326627492905,0.0006299510598182679,0.0009080135822296143
16400,4039.6007401943207,0.10301465789932551,0.004121991917490959,0.0006463904678821564,0.0009219978004693985
16500,4063.2293853759766,0.08334451114223441,0.00400005228817463,0.0006380429118871689,0.001031445860862732
16600,4087.0716428756714,0.09716490967328201,0.004177361279726028,0.0006425303220748902,0.0010256201028823852
16700,4110.186936616898,0.09054968065803083,0.004070144519209862,0.0006333252042531967,0.0009117037802934646
16800,4133.693293333054,0.11606222996892283,0.004159996584057808,0.0006333956867456436,0.0009123267978429794
16900,4156.338807106018,0.08538762807750766,0.0040043782442808155,0.0006246313452720643,0.0008997821807861328
17000,4179.550268411636,0.1134173644997295,0.004066102430224419,0.0006264415383338928,0.0010029393434524535
17100,4202.720568180084,0.08780503086461536,0.004072237461805343,0.0006295584887266159,0.0009077602624893189
17200,4225.295807361603,0.07963408095228458,0.00391955092549324,0.0006233623623847961,0.0009917596727609635
17300,4248.993229866028,0.09570987348172713,0.004244945496320724,0.0006193992495536804,0.0008869761228561401
17400,4271.31126499176,0.13300891107754378,0.0039024917781353,0.000613875612616539,0.000981665626168251
17500,4294.3352591991425,0.1175142069197706,0.00400722622871399,0.0006204723566770554,0.0010112808644771576
17600,4317.956819534302,0.08777295730269502,0.004124590530991555,0.0006445127725601196,0.000933440774679184
17700,4340.867730855942,0.10344482310599154,0.004063810557126999,0.0006281644105911255,0.0009079764038324356
17800,4363.724121332169,0.09930166244983304,0.004013524949550628,0.0006235695630311966,0.0009094986319541931
17900,4386.751299858093,0.07187224761713165,0.0041586367040872575,0.0006228449195623398,0.0008935751765966416
18000,4409.178097009659,0.08048110329122389,0.0039962721616029736,0.0006167086213827133,0.0008800908178091049
18100,4431.6769759655,0.09562188869471624,0.004004042744636536,0.0006246589124202728,0.0008822430670261383
18200,4454.40456199646,0.12247712041541113,0.004050029367208481,0.000628332570195198,0.0008914217352867127
18300,4477.414229154587,0.08527594104438009,0.00408616155385971,0.0006329583376646042,0.0009072683751583099
18400,4501.000344276428,0.10858858089491463,0.0041909699141979215,0.00063355952501297,0.000910710096359253
18500,4524.037030696869,0.11191757150612382,0.003944260850548744,0.000634322240948677,0.0010045045614242554
18600,4546.548128128052,0.09053587544916052,0.0038900806754827498,0.0006194854527711868,0.0009888666123151779
18700,4569.380666255951,0.09420057594086131,0.0040558169037103655,0.0006178633868694306,0.0008872915059328079
