i,time,loss,ground_time,compile_time,eval_time
100,23.69863247871399,2.5530172039545143,0.008018810003995895,0.004646362215280533,0.004542422667145729
200,47.20232439041138,1.74071951006872,0.008079289495944976,0.004643306210637093,0.004439160898327827
300,69.6839587688446,0.9690840190651538,0.008076128214597703,0.004638967216014862,0.004160129278898239
400,91.36105489730835,0.6674477596551611,0.00809820793569088,0.004662809371948243,0.004035993963479995
500,109.50824236869812,0.6326206873585882,0.008095843866467476,0.00464315265417099,0.003981377854943275
600,127.45310091972351,0.5123960961802478,0.008071101456880569,0.004677079319953918,0.003804667368531227
700,144.20210886001587,0.4184141566073116,0.008102818280458451,0.004716681465506554,0.003642502948641777
800,160.81828355789185,0.39276846752550015,0.00810882993042469,0.00467902235686779,0.003634731322526932
900,177.3308527469635,0.41322197991168613,0.008074694350361823,0.004708484634757042,0.003603627011179924
1000,193.36854887008667,0.3651610273188194,0.008077295199036598,0.004663253575563431,0.003521198406815529
1100,209.3122055530548,0.36287572277008434,0.00809000626206398,0.004673760235309601,0.003504491001367569
1200,225.0120027065277,0.3246239636506325,0.008098235577344895,0.004646332114934921,0.003441595658659935
1300,240.61270761489868,0.293990554714666,0.008108739703893662,0.0046932723373174666,0.0034208889305591583
1400,255.9537160396576,0.30048566394776044,0.008090042024850846,0.0046866083890199665,0.0033446677029132844
1500,275.60697770118713,0.3088678996914489,0.008083898723125458,0.004705620184540749,0.0036024462431669237
1600,296.19498443603516,0.32010762896491,0.008087789788842201,0.004697954207658768,0.0035551025718450545
1700,315.69973373413086,0.27745844050912755,0.00809218294918537,0.004716398939490318,0.003490365967154503
1800,336.4543516635895,0.27624176108795584,0.00807692013680935,0.00464930847287178,0.00350351557135582
1900,360.27793884277344,0.2880372571435393,0.008100246638059616,0.004673296734690666,0.0037276075780391695
2000,379.47992157936096,0.2837116566312602,0.008095907121896744,0.0046730593591928484,0.0036684314906597136
2100,397.8782925605774,0.28389553224426245,0.008081117868423462,0.004648996591567993,0.003463662788271904
2200,418.9255404472351,0.21011599711019688,0.008095282763242721,0.00470597617328167,0.0035030068457126617
2300,437.6001572608948,0.2618444660489206,0.00808162085711956,0.004653695076704025,0.00338177964091301
2400,455.0860140323639,0.2499218327123346,0.008067840039730071,0.004685126021504402,0.0033191657066345215
2500,472.8514635562897,0.2249201499788928,0.008089329302310943,0.004673734009265899,0.0033622632175683976
2600,493.42762422561646,0.23316361228787233,0.008110160604119301,0.00471440464258194,0.0034172455221414566
2700,512.4191992282867,0.23251375816161718,0.008087112158536911,0.004641687572002411,0.0033657100796699525
2800,532.0900986194611,0.23723670611053957,0.008095411136746406,0.004696491882205009,0.0034140044450759886
2900,554.5290439128876,0.2038965168235682,0.008087962567806244,0.004661625996232033,0.0034565214812755586
3000,573.845338344574,0.19033942531734546,0.008088685125112533,0.004687293618917465,0.0033226679265499115
3100,593.2018365859985,0.20725776086773037,0.008098417222499847,0.004686252623796463,0.0033381343632936477
3200,609.8656854629517,0.19948509448425628,0.00809240609407425,0.004684028849005699,0.003223059996962547
3300,628.7984797954559,0.17007780029479677,0.008088323324918746,0.004672684669494629,0.0032975181192159654
3400,647.7104859352112,0.1955246103151402,0.008097256645560264,0.004691023156046867,0.00329528734087944
3500,667.0408544540405,0.19520429537942335,0.008090834319591522,0.004671715721487999,0.003352559730410576
3600,688.938131570816,0.22213801625435697,0.008070271238684654,0.004639986604452133,0.0034138768166303633
3700,706.7770178318024,0.203146726400834,0.008092695102095603,0.004705460518598556,0.003266774192452431
3800,724.6999425888062,0.1910998083904418,0.008094331324100494,0.004671611040830612,0.0033954326808452607
3900,741.590959072113,0.15265040112918177,0.008076173216104508,0.00465987004339695,0.0031276733428239824
4000,758.5855648517609,0.15252313141684684,0.008099141195416451,0.004685627520084381,0.0031531725078821184
4100,776.1470267772675,0.18012242927171646,0.008100209906697273,0.00470140889286995,0.0031975556164979936
4200,794.4202148914337,0.1896695314545649,0.00810006208717823,0.004667824432253838,0.00322407528758049
4300,812.1492898464203,0.1528051537139173,0.008079661056399345,0.004676615074276924,0.003196049854159355
4400,829.5462520122528,0.17860947879357636,0.008102998435497284,0.004686294496059418,0.0031767839938402175
4500,847.425806760788,0.1899667337940694,0.008077988922595978,0.004657313153147697,0.0032298527657985687
4600,867.8424386978149,0.18544196167385404,0.00808551087975502,0.00470941036939621,0.0033346955478191376
