i,time,loss,ground_time,compile_time,eval_time
6600,10503.28202342987,0.23965681116298584,0.014989277124404907,0.008006342351436616,0.029676934778690336
6700,10656.610735416412,0.26917621035438516,0.015015798509120942,0.008008075356483459,0.030931242406368256
6800,10808.178173780441,0.15563962621798966,0.014979747980833054,0.00800924852490425,0.029993380308151244
6900,10959.399588108063,0.15517013754732034,0.014825812131166459,0.00798177406191826,0.03006442978978157
7000,11107.0302464962,0.1394620347235059,0.014891391694545746,0.007987555861473084,0.028929511606693267
7100,11254.975694179535,0.15666418970507318,0.014916706383228302,0.007994300425052643,0.02925729289650917
7200,11402.24931526184,0.17835283696302667,0.014985484331846237,0.008043053150177002,0.028928250670433045
7300,11550.28587436676,0.20882437462526468,0.015066387951374055,0.008050032258033753,0.029183191508054734
7400,11699.22529888153,0.2180749167565773,0.015009533315896988,0.008019691556692124,0.029516541361808778
7500,11847.528908491135,0.1559236475188527,0.01498170629143715,0.008006517440080643,0.029509598463773726
7600,11995.473840713501,0.10978316052729951,0.014976354092359543,0.00800818994641304,0.02918878138065338
7700,12142.969471931458,0.1906721351385704,0.01490987628698349,0.008010906279087066,0.02894107609987259
7800,12291.082333803177,0.19390512414474415,0.014979856461286545,0.008005542159080505,0.029267778694629668
7900,12439.394800186157,0.12862656899998684,0.014970173388719558,0.00799453154206276,0.02924311175942421
8000,12588.479701757431,0.23830866645114385,0.015160940885543824,0.008044150471687318,0.029956495761871337
8100,12736.44022154808,0.15827179459427954,0.015057144910097122,0.008021754175424577,0.029430229514837265
8200,12885.798552274704,0.2204020023927046,0.015127455741167068,0.008024423271417619,0.030108911693096162
8300,13035.420710802078,0.18914475179716192,0.014943874031305314,0.008025444447994232,0.02998509168624878
8400,13184.849802970886,0.1774582551291087,0.014987860023975372,0.0080032916367054,0.030162105560302733
8500,13332.22156405449,0.13536024128012286,0.01487821340560913,0.007974833995103837,0.028949113637208937
8600,13481.48763346672,0.16299528739539254,0.014914647042751313,0.00799606591463089,0.03001598462462425
8700,13629.455215454102,0.13805833298732523,0.014978634417057038,0.00800341784954071,0.029324079751968383
8800,13776.920808792114,0.16125644784698578,0.014911475777626037,0.008004911988973618,0.02905250236392021
8900,13924.721829891205,0.16226535932582067,0.014966111034154891,0.008040634840726852,0.02924635574221611
9000,14073.815155982971,0.22706947110287273,0.014937219172716142,0.008043264299631118,0.029901797473430632
9100,14222.942180871964,0.13220453127364182,0.014985997676849366,0.008006095737218857,0.029569401443004607
9200,14371.086694955826,0.16664898076481222,0.014891296476125717,0.008031683713197709,0.029444112330675124
9300,14519.782613039017,0.15525303274116595,0.014939939975738526,0.00797581821680069,0.02979352921247482
